"ea","path","guess_type","symbol","m2_trades","m2_report","m1_ran","m1_report","m1_pf","m1_trades","m1_net","m1_eqdd","tier","note","ea_index"
"COBRA_MT5 (5)","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA_MT5 (5).ex5","unknown-ea","USDJPY","0","MS5_0183_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","183"
"COBRA_MT5 (5)","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA_MT5 (5).ex5","unknown-ea","AUDNZD","0","MS5_0183_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","183"
"EA Correlations","wait for test\0 - MQ5\EA Correllations\EA Correlations.ex5","unknown-ea","XAUUSD","0","MS5_0184_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","184"
"EA Correlations","wait for test\0 - MQ5\EA Correllations\EA Correlations.ex5","unknown-ea","EURUSD","0","MS5_0184_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","184"
"EA Correlations","wait for test\0 - MQ5\EA Correllations\EA Correlations.ex5","unknown-ea","USDJPY","0","MS5_0184_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","184"
"EA Correlations","wait for test\0 - MQ5\EA Correllations\EA Correlations.ex5","unknown-ea","AUDNZD","0","MS5_0184_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","184"
"EA KedayanHFTEdited","wait for test\0 - MQ5\EA KedayanfxbruneiiHFTForex\EA KedayanHFTEdited.ex5","unknown-ea","XAUUSD","0","MS5_0185_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","185"
"EA KedayanHFTEdited","wait for test\0 - MQ5\EA KedayanfxbruneiiHFTForex\EA KedayanHFTEdited.ex5","unknown-ea","EURUSD","0","MS5_0185_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","185"
"EA KedayanHFTEdited","wait for test\0 - MQ5\EA KedayanfxbruneiiHFTForex\EA KedayanHFTEdited.ex5","unknown-ea","USDJPY","0","MS5_0185_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","185"
"EA KedayanHFTEdited","wait for test\0 - MQ5\EA KedayanfxbruneiiHFTForex\EA KedayanHFTEdited.ex5","unknown-ea","AUDNZD","0","MS5_0185_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","185"
"PROFIT PLANET CURRENCY MT5","wait for test\0 - MQ5\EA Profit Planet\PROFIT PLANET CURRENCY MT5.ex5","unknown-ea","XAUUSD","21","MS5_0186_M2_XAUUSD.htm","True","MS5_0186_M1_XAUUSD.htm","1.14","84","461.49","13.57","Tier A","","186"
"PROFIT PLANET CURRENCY MT5","wait for test\0 - MQ5\EA Profit Planet\PROFIT PLANET CURRENCY MT5.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","186"
"PROFIT PLANET CURRENCY MT5","wait for test\0 - MQ5\EA Profit Planet\PROFIT PLANET CURRENCY MT5.ex5","unknown-ea","USDJPY","19","MS5_0186_M2_USDJPY.htm","True","MS5_0186_M1_USDJPY.htm","0.92","97","-19.63","1.27","Reject","","186"
"PROFIT PLANET CURRENCY MT5","wait for test\0 - MQ5\EA Profit Planet\PROFIT PLANET CURRENCY MT5.ex5","unknown-ea","AUDNZD","23","MS5_0186_M2_AUDNZD.htm","True","MS5_0186_M1_AUDNZD.htm","0.75","100","-34.48","0.63","Reject","","186"
"[ELM EA]_Professional_2.0[MT5]","wait for test\0 - MQ5\elm\[ELM EA 2.0]\[ELM EA]_Professional_2.0[MT5].ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","source-missing","187"
"[ELM EA]_Professional_2.0[MT5]","wait for test\0 - MQ5\elm\[ELM EA 2.0]\[ELM EA]_Professional_2.0[MT5].ex5","unknown-ea","EURUSD","0","","False","",,,,,"","source-missing","187"
"[ELM EA]_Professional_2.0[MT5]","wait for test\0 - MQ5\elm\[ELM EA 2.0]\[ELM EA]_Professional_2.0[MT5].ex5","unknown-ea","USDJPY","0","","False","",,,,,"","source-missing","187"
"[ELM EA]_Professional_2.0[MT5]","wait for test\0 - MQ5\elm\[ELM EA 2.0]\[ELM EA]_Professional_2.0[MT5].ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","source-missing","187"
"FTMO EA","wait for test\0 - MQ5\FTMO Expert\FTMO EA.ex5","unknown-ea","XAUUSD","0","MS5_0188_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","188"
"FTMO EA","wait for test\0 - MQ5\FTMO Expert\FTMO EA.ex5","unknown-ea","EURUSD","0","MS5_0188_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","188"
"FTMO EA","wait for test\0 - MQ5\FTMO Expert\FTMO EA.ex5","unknown-ea","USDJPY","0","MS5_0188_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","188"
"FTMO EA","wait for test\0 - MQ5\FTMO Expert\FTMO EA.ex5","unknown-ea","AUDNZD","0","MS5_0188_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","188"
"Galileo FX_MT5","wait for test\0 - MQ5\Galileo FX EA\EA\Galileo FX_MT5.ex5","unknown-ea","XAUUSD","120","MS5_0189_M2_XAUUSD.htm","True","MS5_0189_M1_XAUUSD.htm","0.31","2824","-47620","476.39","Reject","","189"
"Galileo FX_MT5","wait for test\0 - MQ5\Galileo FX EA\EA\Galileo FX_MT5.ex5","unknown-ea","EURUSD","756","MS5_0189_M2_EURUSD.htm","True","MS5_0189_M1_EURUSD.htm","0.47","858","-9443.28","94.6","Reject","","189"
"Galileo FX_MT5","wait for test\0 - MQ5\Galileo FX EA\EA\Galileo FX_MT5.ex5","unknown-ea","USDJPY","731","MS5_0189_M2_USDJPY.htm","True","MS5_0189_M1_USDJPY.htm","0.33","1445","-15559.46","155.52","Reject","","189"
"Galileo FX_MT5","wait for test\0 - MQ5\Galileo FX EA\EA\Galileo FX_MT5.ex5","unknown-ea","AUDNZD","702","MS5_0189_M2_AUDNZD.htm","True","MS5_0189_M1_AUDNZD.htm","0.23","765","-9715.42","97.32","Reject","","189"
"Gaps BC-500 EA","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\Gaps BC-500 EA.ex5","unknown-ea","XAUUSD","1395","MS5_0190_M2_XAUUSD.htm","True","MS5_0190_M1_XAUUSD.htm","0.98","5803","-260.9","7.96","Reject","","190"
"Gaps BC-500 EA","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\Gaps BC-500 EA.ex5","unknown-ea","EURUSD","1320","MS5_0190_M2_EURUSD.htm","True","MS5_0190_M1_EURUSD.htm","0","0","0","0","Reject","","190"
"Gaps BC-500 EA","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\Gaps BC-500 EA.ex5","unknown-ea","USDJPY","1340","MS5_0190_M2_USDJPY.htm","True","MS5_0190_M1_USDJPY.htm","0.89","5652","-4003.55","41.51","Reject","","190"
"Gaps BC-500 EA","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\Gaps BC-500 EA.ex5","unknown-ea","AUDNZD","1313","MS5_0190_M2_AUDNZD.htm","True","MS5_0190_M1_AUDNZD.htm","0.55","2871","-9911.64","99.15","Reject","","190"
"HarmonicPatternFinderV3","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\HarmonicPatternFinderV3.ex5","unknown-ea","XAUUSD","0","MS5_0191_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","191"
"HarmonicPatternFinderV3","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\HarmonicPatternFinderV3.ex5","unknown-ea","EURUSD","0","MS5_0191_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","191"
"HarmonicPatternFinderV3","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\HarmonicPatternFinderV3.ex5","unknown-ea","USDJPY","0","MS5_0191_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","191"
"HarmonicPatternFinderV3","wait for test\0 - MQ5\GAPS BOOM-CRASH 500 E A\HarmonicPatternFinderV3.ex5","unknown-ea","AUDNZD","0","MS5_0191_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","191"
"HFT Scalper","wait for test\0 - MQ5\HFT Scalper\HFT Scalper.ex5","scalper","XAUUSD","0","MS5_0192_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","192"
"HFT Scalper","wait for test\0 - MQ5\HFT Scalper\HFT Scalper.ex5","scalper","EURUSD","0","MS5_0192_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","192"
"HFT Scalper","wait for test\0 - MQ5\HFT Scalper\HFT Scalper.ex5","scalper","USDJPY","0","MS5_0192_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","192"
"HFT Scalper","wait for test\0 - MQ5\HFT Scalper\HFT Scalper.ex5","scalper","AUDNZD","0","MS5_0192_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","192"
"Indigo Deriv","wait for test\0 - MQ5\Indigo Deriv\Indigo Deriv.ex5","unknown-ea","XAUUSD","1712","MS5_0193_M2_XAUUSD.htm","True","MS5_0193_M1_XAUUSD.htm","0.6","1694","-10065.06","100.65","Reject","","193"
"Indigo Deriv","wait for test\0 - MQ5\Indigo Deriv\Indigo Deriv.ex5","unknown-ea","EURUSD","3094","MS5_0193_M2_EURUSD.htm","True","",,,,,"","m1-no-report","193"
"Indigo Deriv","wait for test\0 - MQ5\Indigo Deriv\Indigo Deriv.ex5","unknown-ea","USDJPY","3094","MS5_0193_M2_USDJPY.htm","True","",,,,,"","m1-no-report","193"
"Indigo Deriv","wait for test\0 - MQ5\Indigo Deriv\Indigo Deriv.ex5","unknown-ea","AUDNZD","3094","MS5_0193_M2_AUDNZD.htm","True","",,,,,"","m1-no-report","193"
"JMAR EXPERT BOOM1000","wait for test\0 - MQ5\JMAR ExPERT BOOM1000 moneyloss strategy m1\JMAR EXPERT BOOM1000.ex5","unknown-ea","XAUUSD","12","MS5_0194_M2_XAUUSD.htm","True","MS5_0194_M1_XAUUSD.htm","0","86","-1716.7","17.17","Reject","","194"
"JMAR EXPERT BOOM1000","wait for test\0 - MQ5\JMAR ExPERT BOOM1000 moneyloss strategy m1\JMAR EXPERT BOOM1000.ex5","unknown-ea","EURUSD","0","MS5_0194_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","194"
"JMAR EXPERT BOOM1000","wait for test\0 - MQ5\JMAR ExPERT BOOM1000 moneyloss strategy m1\JMAR EXPERT BOOM1000.ex5","unknown-ea","USDJPY","0","MS5_0194_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","194"
"JMAR EXPERT BOOM1000","wait for test\0 - MQ5\JMAR ExPERT BOOM1000 moneyloss strategy m1\JMAR EXPERT BOOM1000.ex5","unknown-ea","AUDNZD","0","MS5_0194_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","194"
"JMAR EXPERT crash1000","wait for test\0 - MQ5\JMAR EXPERT CRASH1000 money loss strategy\JMAR EXPERT crash1000.ex5","unknown-ea","XAUUSD","14","MS5_0195_M2_XAUUSD.htm","True","MS5_0195_M1_XAUUSD.htm","0","92","-1688.1","16.89","Reject","","195"
"JMAR EXPERT crash1000","wait for test\0 - MQ5\JMAR EXPERT CRASH1000 money loss strategy\JMAR EXPERT crash1000.ex5","unknown-ea","EURUSD","1","MS5_0195_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","195"
"JMAR EXPERT crash1000","wait for test\0 - MQ5\JMAR EXPERT CRASH1000 money loss strategy\JMAR EXPERT crash1000.ex5","unknown-ea","USDJPY","10","MS5_0195_M2_USDJPY.htm","True","MS5_0195_M1_USDJPY.htm","0","52","-101.11","1.01","Reject","","195"
"JMAR EXPERT crash1000","wait for test\0 - MQ5\JMAR EXPERT CRASH1000 money loss strategy\JMAR EXPERT crash1000.ex5","unknown-ea","AUDNZD","2","MS5_0195_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","195"
"No LossEA","wait for test\0 - MQ5\No Loss EA\No LossEA.ex5","unknown-ea","XAUUSD","0","MS5_0196_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","196"
"No LossEA","wait for test\0 - MQ5\No Loss EA\No LossEA.ex5","unknown-ea","EURUSD","0","MS5_0196_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","196"
"No LossEA","wait for test\0 - MQ5\No Loss EA\No LossEA.ex5","unknown-ea","USDJPY","0","MS5_0196_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","196"
"No LossEA","wait for test\0 - MQ5\No Loss EA\No LossEA.ex5","unknown-ea","AUDNZD","0","MS5_0196_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","196"
"No Loss Forex Hedging EA by @SoftechFX_Robot","wait for test\0 - MQ5\No-Loss-Forex-Hedging-EA by @SoftechFX_Robot\No Loss Forex Hedging EA by @SoftechFX_Robot.ex5","grid-recovery","XAUUSD","0","","False","",,,,,"","m2-no-report","197"
"No Loss Forex Hedging EA by @SoftechFX_Robot","wait for test\0 - MQ5\No-Loss-Forex-Hedging-EA by @SoftechFX_Robot\No Loss Forex Hedging EA by @SoftechFX_Robot.ex5","grid-recovery","EURUSD","0","","False","",,,,,"","m2-no-report","197"
"No Loss Forex Hedging EA by @SoftechFX_Robot","wait for test\0 - MQ5\No-Loss-Forex-Hedging-EA by @SoftechFX_Robot\No Loss Forex Hedging EA by @SoftechFX_Robot.ex5","grid-recovery","USDJPY","0","","False","",,,,,"","m2-no-report","197"
"No Loss Forex Hedging EA by @SoftechFX_Robot","wait for test\0 - MQ5\No-Loss-Forex-Hedging-EA by @SoftechFX_Robot\No Loss Forex Hedging EA by @SoftechFX_Robot.ex5","grid-recovery","AUDNZD","0","","False","",,,,,"","m2-no-report","197"
"volatility75(1s)","wait for test\0 - MQ5\Volatility 74 EA MT5\volatility75(1s).ex5","unknown-ea","XAUUSD","1","MS5_0198_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","198"
"volatility75(1s)","wait for test\0 - MQ5\Volatility 74 EA MT5\volatility75(1s).ex5","unknown-ea","EURUSD","1","MS5_0198_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","198"
"volatility75(1s)","wait for test\0 - MQ5\Volatility 74 EA MT5\volatility75(1s).ex5","unknown-ea","USDJPY","1","MS5_0198_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","198"
"volatility75(1s)","wait for test\0 - MQ5\Volatility 74 EA MT5\volatility75(1s).ex5","unknown-ea","AUDNZD","1","MS5_0198_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","198"
"XT EurUsd EA MT5","wait for test\0 - MQ5\XT EurUsd EA MT5\EA\XT EurUsd EA MT5.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","199"
"XT EurUsd EA MT5","wait for test\0 - MQ5\XT EurUsd EA MT5\EA\XT EurUsd EA MT5.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","199"
"XT EurUsd EA MT5","wait for test\0 - MQ5\XT EurUsd EA MT5\EA\XT EurUsd EA MT5.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","199"
"XT EurUsd EA MT5","wait for test\0 - MQ5\XT EurUsd EA MT5\EA\XT EurUsd EA MT5.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","199"
"Gold-TradePro-NoDLL-V1-7","wait for test\31 dec 23\Gold-TradePro-NoDLL-V1-7.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","200"
"Gold-TradePro-NoDLL-V1-7","wait for test\31 dec 23\Gold-TradePro-NoDLL-V1-7.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","200"
"Gold-TradePro-NoDLL-V1-7","wait for test\31 dec 23\Gold-TradePro-NoDLL-V1-7.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","200"
"Gold-TradePro-NoDLL-V1-7","wait for test\31 dec 23\Gold-TradePro-NoDLL-V1-7.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","200"
"LamBow EV GPT AI Bot (MT5 exp2024)","wait for test\31 dec 23\LamBow EV GPT AI Bot (MT5 exp2024).ex5","unknown-ea","XAUUSD","0","MS5_0201_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","201"
"LamBow EV GPT AI Bot (MT5 exp2024)","wait for test\31 dec 23\LamBow EV GPT AI Bot (MT5 exp2024).ex5","unknown-ea","EURUSD","0","MS5_0201_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","201"
"LamBow EV GPT AI Bot (MT5 exp2024)","wait for test\31 dec 23\LamBow EV GPT AI Bot (MT5 exp2024).ex5","unknown-ea","USDJPY","0","MS5_0201_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","201"
"LamBow EV GPT AI Bot (MT5 exp2024)","wait for test\31 dec 23\LamBow EV GPT AI Bot (MT5 exp2024).ex5","unknown-ea","AUDNZD","0","MS5_0201_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","201"
"BA_BuySellBreakV.4MT5","wait for test\BA\BA_BuySellBreakV.4MT5.ex5","unknown-ea","XAUUSD","0","MS5_0202_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","202"
"BA_BuySellBreakV.4MT5","wait for test\BA\BA_BuySellBreakV.4MT5.ex5","unknown-ea","EURUSD","0","MS5_0202_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","202"
"BA_BuySellBreakV.4MT5","wait for test\BA\BA_BuySellBreakV.4MT5.ex5","unknown-ea","USDJPY","0","MS5_0202_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","202"
"BA_BuySellBreakV.4MT5","wait for test\BA\BA_BuySellBreakV.4MT5.ex5","unknown-ea","AUDNZD","0","MS5_0202_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","202"
"BA_DECEMBER2023MT5","wait for test\BA\BA_DECEMBER2023MT5.ex5","unknown-ea","XAUUSD","0","MS5_0203_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","203"
"BA_DECEMBER2023MT5","wait for test\BA\BA_DECEMBER2023MT5.ex5","unknown-ea","EURUSD","0","MS5_0203_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","203"
"BA_DECEMBER2023MT5","wait for test\BA\BA_DECEMBER2023MT5.ex5","unknown-ea","USDJPY","0","MS5_0203_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","203"
"BA_DECEMBER2023MT5","wait for test\BA\BA_DECEMBER2023MT5.ex5","unknown-ea","AUDNZD","0","MS5_0203_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","203"
