name,platform,size_kb,lines,blocks,n_inputs,indicators,open_blocks,pending,close_blocks,raw_trade_calls,has_sl,has_tp,lot_escalation,flags,n_copies,path,concept
(Boss) Grid Horizontal Line Trailing rev Fibo rev 3 (config lot+TF),mq5,369,14011,106,11,,10,0,1,4,no,yes,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Boss) Grid Horizontal Line Trailing rev Fibo rev 3 (config lot+TF).mq5,harmonic_fib+grid_basket
(Boss) Grid Horizontal Line Trailing rev Fibo rev 4(config lot+TF+hedging),mq5,392,14641,116,11,,20,0,1,4,no,yes,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Boss) Grid Horizontal Line Trailing rev Fibo rev 4(config lot+TF+hedging).mq5,harmonic_fib+grid_basket
(Boss) Grid Horizontal Line Trailing rev Fibo rev 4.2 (config lot+TF+hedging),mq5,391,14584,116,13,,20,0,1,4,unknown,yes,no,SL_UNKNOWN,3,D:\EA_LAB\_intake_drop\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Boss) Grid Horizontal Line Trailing rev Fibo rev 4.2 (config lot+TF+hedging).mq5,harmonic_fib+grid_basket
(Boss) Grid Horizontal Line Trailing rev Fibo rev 4.3 (config lot+TF+hedging),mq5,391,14584,116,13,,20,0,1,4,unknown,yes,no,SL_UNKNOWN,3,D:\EA_LAB\_intake_drop\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Boss) Grid Horizontal Line Trailing rev Fibo rev 4.3 (config lot+TF+hedging).mq5,harmonic_fib+grid_basket
(Boss) grow up,mq5,367,14298,80,10,,11,7,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up.mq5,dashboard_tool
(Boss) grow up rev 1 dynamic lot,mq5,377,14633,88,11,,15,11,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up rev 1 dynamic lot.mq5,dashboard_tool
(Boss) grow up rev 1.1 dynamic lot,mq5,378,14635,88,11,,15,11,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up rev 1.1 dynamic lot.mq5,dashboard_tool
(Boss) grow up rev 1.2 dynamic lot,mq5,378,14635,88,11,,15,11,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up rev 1.2 dynamic lot.mq5,dashboard_tool
(Boss) grow up rev 1.3 dynamic lot,mq5,379,14703,90,11,,15,11,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up rev 1.3 dynamic lot.mq5,dashboard_tool
(Boss) grow up rev 1.4 dynamic lot with hedging,mq5,386,14947,94,11,,17,11,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up rev 1.4 dynamic lot with hedging.mq5,dashboard_tool
(Boss) grow up rev 1.42 dynamic lot with hedging,mq5,386,14951,94,12,,17,11,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up rev 1.42 dynamic lot with hedging.mq5,dashboard_tool
(Boss) grow up rev 1.44 dynamic lot with hedging,mq5,387,14961,94,13,,17,11,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\EA_LAB\_intake_drop\(Boss) grow up\(Boss) grow up rev 1.44 dynamic lot with hedging.mq5,dashboard_tool
(Boss) Hedging Balance,mq5,382,14905,106,17,iAO,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION,4,D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Experts\(Boss) Hedging Balance.mq5,session_time
"(Boss) Hedging Balance (XauM1 30,000) rev 1",mq5,382,14907,106,17,iAO,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION,3,"D:\EA_LAB\_intake_drop\(Boss) Hedging Balance (XauM1 30,000)\(Boss) Hedging Balance (XauM1 30,000) rev 1.mq5",session_time
"(Boss) Hedging Balance (XauM1 30,000)",mq4,355,13847,106,17,iAO,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION,3,"D:\EA_LAB\_intake_drop\(Boss) Hedging Balance (XauM1 30,000)\(Boss) Hedging Balance (XauM1 30,000).mq4",session_time
(Boss) Infinix EA,mq5,386,14657,69,26,iATR,9,7,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,4,D:\EA_LAB\_intake_drop\(Boss) Infinix\(Boss) Infinix EA.mq5,indicator_generic
(Boss) MACD and total sum closed rev 3 seperated group buy(1) Sell(2),mq4,296,11381,61,10,iATR;iMA;iMACD,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) MACD and total sum closed rev 3 seperated group buy(1) Sell(2).mq4,grid_basket
(Boss) Master GRID ATR - MACD and total sum closed rev 3 sep group buy(1) Sell(2),mq4,295,11377,61,10,iATR;iMA;iMACD,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR - MACD and total sum closed rev 3 sep group buy(1) Sell(2).mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev3,mq4,302,11629,72,9,iATR;iRSI,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev3.mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev4 (close SL),mq4,311,12013,76,12,iATR;iRSI,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev4 (close SL).mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5 sum close,mq4,311,12015,76,12,iATR;iRSI,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5 sum close.mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.1 sum close,mq4,311,12015,76,12,iATR;iRSI,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.1 sum close.mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.2 sum close,mq4,311,12015,76,12,iATR;iRSI,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.2 sum close.mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.3 sum close,mq4,313,12083,78,12,iATR;iRSI,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.3 sum close.mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.4 sum close,mq4,313,12083,78,12,iATR;iRSI,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.4 sum close.mq4,grid_basket
(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.5 ATR TP,mq4,313,12081,78,12,iATR;iRSI,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR -  dynamic RSI ATRTP rev5.5 ATR TP.mq4,grid_basket
(Boss) Master GRID ATR Accumulative Deduction -B  (martingale),mq4,276,10588,50,6,iATR;iMA;iMACD,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale).mq4,grid_basket
(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) MACD and total sum closed rev 2,mq4,295,11377,61,10,iATR;iMA;iMACD,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) MACD and total sum closed rev 2.mq4,grid_basket
(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 1-MACD and ATR multi,mq4,281,10779,53,8,iATR;iMA;iMACD,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 1-MACD and ATR multi.mq4,grid_basket
(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 1-MACD and total sum closed,mq4,293,11296,59,11,iATR;iMA;iMACD,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 1-MACD and total sum closed.mq4,grid_basket
(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 2 dynamic RSI,mq4,314,12089,78,14,iATR;iRSI,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 2 dynamic RSI.mq4,grid_basket
(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 2 dynamic RSI and ATRTP,mq4,302,11641,72,12,iATR;iRSI,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale)\(Boss) Master GRID ATR Accumulative Deduction -B  (martingale) rev 2 dynamic RSI and ATRTP.mq4,grid_basket
(BOSS) Price Action - Trend Line -Fibo-Advance MM,mq5,538,21556,244,33,iATR,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM .mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1,mq5,532,21357,240,24,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.01 add tp,mq5,539,21634,248,23,iATR,4,0,5,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.01 add tp.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.02 add tp no draw,mq5,526,21192,244,23,iATR,4,0,5,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.02 add tp no draw.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.03 add tp no draw,mq5,529,21273,246,23,iATR,4,0,5,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.03 add tp no draw.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.1,mq5,520,20920,236,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.1.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.11,mq5,522,21041,238,23,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.11.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.12,mq5,523,21042,238,23,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.12.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.34,mq5,524,21078,238,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.34.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.4,mq5,523,21048,238,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.4.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.42,mq5,539,21610,240,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.42.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.43,mq5,540,21641,240,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.43.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.45,mq5,540,21643,240,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.45.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.5,mq5,540,21644,240,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.5.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.55,mq5,544,21833,240,25,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.55.mq5,harmonic_fib+session_time
(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.6,mq5,544,21837,240,26,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.6.mq5,harmonic_fib+session_time
(Boss) Price action Fibo Trend,mq4,385,15247,126,25,iCustom;iHighest;iLowest,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\(Boss) Price action Fibo Trend.mq4,harmonic_fib
(Boss) Price Action MM rev 1,mq4,411,16273,144,32,iATR,4,0,5,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price action and MM\(Boss) Price Action MM rev 1.mq4,harmonic_fib
(Boss) Price Action MM rev 1.1 add mm,mq4,434,17114,160,30,iATR,6,0,5,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price action and MM\(Boss) Price Action MM rev 1.1 add mm.mq4,harmonic_fib
(Boss) Price Action MM rev 1.2 add mm,mq4,434,17122,160,30,iATR,6,0,5,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\(Boss) Price action and MM\(Boss) Price Action MM rev 1.2 add mm.mq4,harmonic_fib
(Boss) Price Action  + Martingale + TMA rev 7.1 (MM ATR + close by pip),mq4,433,17063,164,32,iATR,6,0,5,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,12,D:\EA_LAB\_intake_drop\.Boss\(Boss) Price Action  + Martingale + TMA rev 7.1 (MM ATR + close by pip).mq4,harmonic_fib+grid_basket
(Boss) Price Action  + Martingale + TMA rev 7.11 (MM ATR + close by pip),mq4,450,17649,166,32,iATR,6,0,5,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action -Martingale +TMA\old\(Boss) Price Action  + Martingale + TMA rev 7.11 (MM ATR + close by pip).mq4,harmonic_fib+grid_basket
(Boss) Price Action  + Martingale + TMA rev 7.12 (MM ATR + close by pip),mq4,449,17619,166,32,iATR,6,0,5,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action -Martingale +TMA\(Boss) Price Action  + Martingale + TMA rev 7.12 (MM ATR + close by pip).mq4,harmonic_fib+grid_basket
(Boss) PSAR follow trend,mq4,245,9509,28,7,iSAR,4,0,2,1,no,no,no,NO_SL,6,D:\EA_LAB\_intake_drop\(Boss) Redbull following\(Boss) PSAR follow trend.mq4,trend_follow
(Boss) PSAR follow trend rev 1.01,mq4,245,9507,28,7,iSAR,4,0,2,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.01.mq4,trend_follow
(Boss) PSAR follow trend rev 1.02,mq4,245,9509,28,7,iSAR,4,0,2,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.02.mq4,trend_follow
(Boss) PSAR follow trend rev 1.021 trailing,mq4,248,9567,28,7,iSAR,4,0,2,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.021 trailing.mq4,trend_follow
(Boss) PSAR follow trend rev 1.024 trailing,mq4,245,9432,26,7,iSAR,4,0,0,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.024 trailing.mq4,trend_follow
(Boss) PSAR follow trend rev 1.025 trailing tp,mq4,245,9434,26,7,iSAR,4,0,0,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.025 trailing tp.mq4,trend_follow
(Boss) PSAR follow trend rev 1.03 trailing tp,mq4,245,9436,26,7,iSAR,4,0,0,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.03 trailing tp.mq4,trend_follow
(Boss) PSAR follow trend rev 1.1 lot plus,mq4,270,10387,37,8,iSAR,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.1 lot plus.mq4,trend_follow
(Boss) PSAR follow trend rev 1.1 lot plus,mq5,428,13936,37,8,iSAR,4,0,2,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.1 lot plus.mq5,trend_follow
(Boss) PSAR follow trend rev 1.12 lot plus,mq5,298,11508,39,8,iSAR,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.12 lot plus .mq5,trend_follow
(Boss) PSAR follow trend rev 1.13 lot plus,mq5,299,11541,40,8,iSAR,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.13 lot plus .mq5,trend_follow
(Boss) PSAR follow trend rev 1.131 lot plus,mq5,299,11541,40,8,iSAR,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.131 lot plus .mq5,trend_follow
(Boss) PSAR follow trend rev 1.14 lot plus,mq5,307,11863,49,9,iSAR,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.14 lot plus .mq5,trend_follow
(Boss) PSAR follow trend rev 1.2 lot plus,mq4,283,10933,51,9,iSAR,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.2 lot plus.mq4,trend_follow
(Boss) PSAR follow trend rev 1.21 lot plus,mq4,275,10613,42,8,iSAR,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.21 lot plus.mq4,trend_follow
(Boss) PSAR follow trend rev 1.23 lot plus,mq5,299,11564,40,9,iSAR,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,1,D:\OneDrive - The Siam Cement Public Company Limited\Desktop\Metatrader\.Final EA\. MQL5\Experts\(Boss) PSAR follow trend rev 1.23 lot plus .mq5,trend_follow
(Boss) PSAR follow trend rev 1.23lot plus,mq4,275,10611,42,8,iSAR,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,7,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\(Boss) PSAR follow trend rev 1.23lot plus.mq4,trend_follow
(Boss) PSAR follow trend rev 1.2 lot plus,mq5,310,11969,51,9,iSAR,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.2 lot plus .mq5,trend_follow
(Boss) PSAR mm,mq4,243,9388,46,20,iRSI;iSAR,6,0,4,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm.mq4,reversion
(Boss) PSAR mm rev 1,mq4,252,9689,46,11,iRSI;iSAR,6,0,4,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.mq4,reversion
(Boss) PSAR mm rev 1.1,mq4,251,9629,44,12,iRSI;iSAR,6,0,2,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.1.mq4,reversion
(Boss) PSAR mm rev 1.3,mq4,272,10488,49,13,iATR;iRSI;iSAR,6,0,2,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.3.mq4,reversion
(Boss) PSAR mm rev 1.31,mq4,276,10626,51,13,iATR;iRSI;iSAR,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.31.mq4,reversion
(Boss) PSAR mm rev 1.42,mq4,272,10446,48,14,iRSI;iSAR,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.42.mq4,reversion
(Boss) PSAR mm rev 1.6,mq4,290,11340,55,13,iRSI;iSAR,8,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.6.mq4,reversion
(Boss) PSAR mm rev 1.64,mq4,297,11643,63,14,iRSI;iSAR,8,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.64.mq4,reversion
(Boss) PSAR mm rev 1.7,mq4,287,11291,54,13,iRSI;iSAR,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\old\(Boss) PSAR mm rev 1.7.mq4,reversion
(Boss) PSAR mm rev 1.71,mq4,287,11291,54,13,iRSI;iSAR,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) PSAR MM\(Boss) PSAR mm rev 1.71.mq4,reversion
(Boss) Redbull racing,mq4,220,8398,25,6,,4,0,2,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) Redbull Racing\old\(Boss) Redbull racing.mq4,unclassified
(Boss) Redbull racing,mq5,363,11536,25,6,,4,0,2,7,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) Redbull Racing\old\(Boss) Redbull racing.mq5,unclassified
